[2022-03-31 08:03:56] local.ERROR: [Product] a0e4b3a3-c388-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (a0e4b3a3-c388-11eb-9c48-d89ef3099164, ?, ?, 963837, 2022-03-31 08:03:44, 2022-03-31 08:03:44))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb53-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb53-3872-11eb-ab33-a41f727c2fd9, 60, ?, 731681, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb5c-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb5c-3872-11eb-ab33-a41f727c2fd9, 60, ?, 732289, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb75-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb75-3872-11eb-ab33-a41f727c2fd9, 60, ?, 732384, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb78-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb78-3872-11eb-ab33-a41f727c2fd9, 60, ?, 732383, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbd7-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbd7-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731655, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbda-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbda-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731530, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbdb-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbdb-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731529, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbdc-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbdc-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731653, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbdd-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbdd-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731654, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbde-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbde-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731652, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbdf-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbdf-3872-11eb-ab33-a41f727c2fd9, 61, ?, 732151, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbe3-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbe3-3872-11eb-ab33-a41f727c2fd9, 61, ?, 732216, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbe4-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbe4-3872-11eb-ab33-a41f727c2fd9, 61, ?, 732215, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbe6-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbe6-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731427, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbe7-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbe7-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731428, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbe8-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbe8-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731429, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbe9-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbe9-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731385, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbea-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbea-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731430, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbeb-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbeb-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731526, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbec-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbec-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731527, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbed-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbed-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731528, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbee-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbee-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731431, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cbef-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cbef-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731432, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cc4f-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cc4f-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731221, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cc51-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cc51-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731222, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cc53-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cc53-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731223, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cc54-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cc54-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731944, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cc55-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cc55-3872-11eb-ab33-a41f727c2fd9, 61, ?, 732418, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cc56-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cc56-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731941, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cc57-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cc57-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731942, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cc58-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cc58-3872-11eb-ab33-a41f727c2fd9, 61, ?, 732419, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cc59-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cc59-3872-11eb-ab33-a41f727c2fd9, 61, ?, 732492, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cc5a-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cc5a-3872-11eb-ab33-a41f727c2fd9, 61, ?, 732493, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cc5b-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cc5b-3872-11eb-ab33-a41f727c2fd9, 61, ?, 732421, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cc5e-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cc5e-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731769, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cc5f-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cc5f-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731771, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cc60-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cc60-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731939, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cc61-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cc61-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731940, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cc62-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cc62-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731772, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683ccb9-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683ccb9-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731777, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683ccbb-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683ccbb-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731779, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683ccc0-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683ccc0-3872-11eb-ab33-a41f727c2fd9, 61, ?, 732168, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683ccc1-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683ccc1-3872-11eb-ab33-a41f727c2fd9, 61, ?, 732167, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683ccc2-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683ccc2-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731962, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683ccc3-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683ccc3-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731964, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683ccc8-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683ccc8-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731966, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683ccca-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683ccca-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731970, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cccc-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cccc-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731968, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cccd-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cccd-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731272, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683ccce-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683ccce-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731273, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cccf-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cccf-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731269, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683ccd0-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683ccd0-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731270, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683ccd1-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683ccd1-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731274, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683ccd2-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683ccd2-3872-11eb-ab33-a41f727c2fd9, 61, ?, 731781, 2022-03-31 08:03:55, 2022-03-31 08:03:55))  
